Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75
"Jakarta-soekarno, Indonesia - Tokyo, Japan",CGK,NRT,-6.1,106.66,35.75,140.39
"New York, United States Of America - Riyadh, Saudi Arabia",RUH,JFK,50.1,8.56,40.64,-73.79
"Ft. Lauderdale, United States Of America - Philadelphia, United States Of America",PHL,FLL,45.1,-89.01,26.07,-80.13
"Amsterdam, Netherlands - Moscow, Russia",AMS,SVO,52.3,4.75,55.96,37.42
"Chicago, United States Of America - Cleveland, United States Of America",ORD,CLE,41.6,-98.93,45.46,-120.2
"Milan, Italy - Trieste, Italy",TRS,LIN,45.7,13.77,45.47,9.18
"San Francisco, United States Of America - Seoul, Republic Of Korea",SFO,ICN,37.6,-122.39,37.45,126.66
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79
"Boston, United States Of America - Warsaw, Poland",WAW,BOS,47.5,8.57,42.21,-71
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29
"Frankfurt, Germany - Toronto, Canada",FRA,YYZ,50.1,8.56,43.68,-79.61
"Miami, United States Of America - New York, United States Of America",MIA,JFK,33.4,-110.87,40.64,-73.79
"Atlanta, United States Of America - St. Louis, United States Of America",STL,ATL,38.7,-90.36,42.94,-83.53
"Hong Kong, Hong Kong - Johannesburg, South Africa",JNB,HKG,-26.1,28.23,22.32,113.94
"New York, United States Of America - Vienna, Austria",JFK,VIE,40.6,-73.79,48.2,16.37
"Newark, United States Of America - Rome, Italy",FCO,EWR,41.9,12.5,40.69,-74.18
"Bogota, Colombia - Lima, Peru",BOG,LIM,4.7,-74.14,-12.02,-77.11
"Changsha, China - Hong Kong, Hong Kong",HKG,CSX,22.3,113.94,28.17,113.08
"Abu Dhabi, United Arab Emirates - Johannesburg, South Africa",JNB,AUH,-26.1,28.23,24.42,54.64
"Accra, Ghana - Cairo, Egypt",CAI,ACC,30.1,31.25,5.6,-0.17
"London, United Kingdom - Milan, Italy",LHR,MXP,51.5,-0.45,45.47,9.18
"Brisbane, Australia - Melbourne, Australia",BNE,MEL,-27.4,153.11,-37.67,144.85
"Boston, United States Of America - Phoenix, United States Of America",BOS,PHX,42.2,-71,33.44,-112.03
"London, Canada - Toronto, Canada",YYZ,YXU,43.7,-79.61,43.03,-81.15
"Cairo, Egypt - New York, United States Of America",JFK,CAI,40.6,-73.79,30.05,31.25
"Bangalore, India - Bombay, India",BOM,BLR,19.1,72.86,12.8,77.65
"Brussels, Belgium - Geneva, Switzerland",GVA,BRU,46.2,6.11,50.89,4.48
"Lagos, Nigeria - Newark, United States Of America",EWR,LOS,42.9,-83.53,6.58,3.32
"Minneapolis, United States Of America - New York, United States Of America",MSP,JFK,44.9,-93.2,40.64,-73.79
"Hong Kong, Hong Kong - Shanghai, China",HKG,SHA,22.3,113.94,31.19,121.34
"Dubai, United Arab Emirates - Hyderabad, India",DXB,HYD,25.3,55.35,17.45,78.46
"New York, United States Of America - Santiago, Chile",SCL,LGA,42.9,-83.53,40.77,-73.88
"Ho Chi Minh, Viet Nam - Singapore, Singapore",SIN,SGN,1.3,103.98,10.82,106.66
"Minneapolis, United States Of America - New York, United States Of America",LGA,MSP,40.8,-73.88,44.88,-93.2
"Aspen, United States Of America - Newark, United States Of America",ASE,EWR,39.8,-104.86,40.69,-74.18
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34
"Munich, Germany - Singapore, Singapore",SIN,MUC,1.3,103.98,48.34,11.77
"Lisbon, Portugal - Milan, Italy",LIS,LIN,38.8,-9.13,45.47,9.18
"Barcelona, Spain - Madrid, Spain",MAD,BCN,40.5,-3.58,41.3,2.08
"Jacksonville, United States Of America - New York, United States Of America",JAX,JFK,33.8,-85.76,40.64,-73.79
"Bangalore, India - Singapore, Singapore",BLR,SIN,12.8,77.65,1.34,103.98
"Beijing, China - Taipei, Taiwan",TPE,PEK,25.1,121.24,40.07,116.58
"Bombay, India - Johannesburg, South Africa",BOM,JNB,19.1,72.86,-26.13,28.23
"Monroe, United States Of America - Newark, United States Of America",EWR,MLU,42.9,-83.53,32.51,-92.04
"Munich, Germany - Vienna, Austria",MUC,VIE,48.3,11.77,48.2,16.37
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98
"London, United Kingdom - Madrid, Spain",LCY,MAD,51.5,0.05,40.46,-3.58
"Gaborone, Botswana - Lusaka, Zambia",GBE,LUN,-26.1,28.23,-15.33,28.45
"Geneva, Switzerland - Manchester, United Kingdom",MAN,GVA,53.4,0.1,46.23,6.11
"London, United Kingdom - Rotterdam, Netherlands",LCY,RTM,51.5,0.05,51.95,4.43
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LCY,51.5,-0.45,51.5,0.05
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56
"Delhi, India - Johannesburg, South Africa",DEL,JNB,25.3,55.35,-26.13,28.23
"New York, United States Of America - Vancouver, Canada",LGA,YVR,43.7,-79.61,49.19,-123.17
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35
"Nice, France - Sao Paulo, Brazil",GRU,NCE,51.5,-0.45,43.67,7.21
"Seattle, United States Of America - Vancouver, Canada",SEA,YVR,39.9,-75.59,49.19,-123.17
"Paris, France - Rabat, Morocco",CDG,RBA,49,2.54,30.74,-6.45
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44
"Chicago, United States Of America - Moscow, Russia",ORD,DME,51.5,-0.45,55.42,37.9
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98
"Los Angeles, United States Of America - San Francisco, United States Of America",SFO,LAX,37.6,-122.39,34.05,-118.24
"Mahon - Menorca, Spain - Palma - Mallorca Island, Spain",MAH,PMI,39.9,4.23,39.54,2.73
"Beijing, China - Paris, France",PEK,CDG,40.1,116.58,49.01,2.54
"Marseille, France - Paris, France",ORY,MRS,48.7,2.37,43.29,5.37
"Genoa, Italy - London, United Kingdom",GOA,LGW,44.4,8.94,51.16,-0.16
"Hong Kong, Hong Kong - San Francisco, United States Of America",HKG,SFO,22.3,113.94,37.61,-122.39
"Mexico City, Mexico - Sao Paulo, Brazil",MEX,GRU,19.4,-99.16,-23.42,-46.48
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,50.1,8.56,47.45,8.57
"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45
"Brasilia, Brazil - Newark, United States Of America",EWR,BSB,42.9,-83.53,-15.86,-47.91
"Canberra, Australia - Sydney, Australia",CBR,SYD,-35.3,149.19,-33.92,151.23
"Canberra, Australia - Melbourne, Australia",MEL,CBR,-37.7,144.85,-35.31,149.19
"Newark, United States Of America - Washington Dc, United States Of America",IAD,EWR,39,-77.45,40.69,-74.18
"London, United Kingdom - Zagreb, Croatia",LGW,ZAG,51.2,-0.16,45.73,16.06
"New York, United States Of America - Richmond, United States Of America",RIC,JFK,45.8,-94.22,40.64,-73.79
"Ankara-esenboga, Turkey - Istanbul, Turkey",ESB,IST,40.1,32.99,41.04,28.99
"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23
"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66
"Johannesburg, South Africa - Windhoek, Namibia",WDH,JNB,-22.5,17.47,-26.13,28.23
"Houston, United States Of America - Sao Paulo, Brazil",GRU,IAH,-23.4,-46.48,29.98,-95.34
"Maputo, Mozambique - Sao Paulo, Brazil",GRU,MPM,-26.1,28.23,-25.92,32.57
"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71,40.64,-73.79
"Geneva, Switzerland - Mexico City, Mexico",GVA,MEX,51.5,-0.45,19.43,-99.16
"Bombay, India - Tokyo, Japan",BOM,NRT,19.1,72.86,35.75,140.39
"Los Angeles, United States Of America - Portland, United States Of America",PDX,LAX,45.6,-122.59,34.05,-118.24
"Bangalore, India - Poona, India",BLR,PNQ,12.8,77.65,18.58,73.91
"Frankfurt, Germany - Poona, India",PNQ,FRA,18.6,73.91,50.05,8.56
"Bangalore, India - Singapore, Singapore",SIN,BLR,1.3,103.98,12.8,77.65
"Frankfurt, Germany - Tokyo, Japan",FRA,NRT,50.1,8.56,35.75,140.39
"Seoul, Republic Of Korea - Zurich, Switzerland",ZRH,ICN,50.1,8.56,37.45,126.66
"Los Angeles, United States Of America - Portland, United States Of America",LAX,PWM,45.1,-89.01,43.65,-70.31
"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45
"Funchal Madeira, Portugal - Lisbon, Portugal",LIS,FNC,38.8,-9.13,32.69,-16.77
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45
"Amsterdam, Netherlands - Geneva, Switzerland",AMS,GVA,52.3,4.75,46.23,6.11
"Singapore, Singapore - Tokyo, Japan",HND,SIN,35.6,139.75,1.34,103.98
"Boston, United States Of America - Los Angeles, United States Of America",BOS,LAX,42.2,-71,34.05,-118.24
"Charlotte, United States Of America - New York, United States Of America",JFK,CLT,40.6,-73.79,35.22,-80.95
"San Francisco, United States Of America - Toronto, Canada",YYZ,SFO,43.7,-79.61,37.61,-122.39
"Dubai, United Arab Emirates - Mahe Island, Seychelles Islands",SEZ,DXB,-4.7,55.52,25.25,55.35
"London, United Kingdom - Porto, Portugal",LGW,OPO,51.2,-0.16,41.24,-8.67
"Nairobi, Kenya - Singapore, Singapore",SIN,NBO,25.3,51.56,-1.28,36.81
"Bombay, India - Frankfurt, Germany",BOM,FRA,19.1,72.86,50.05,8.56
"Birmingham, United Kingdom - Dubai, United Arab Emirates",DXB,BHX,25.3,55.35,52.45,-1.73
"Hong Kong, Hong Kong - Toronto, Canada",HKG,YYZ,22.3,113.94,43.68,-79.61
"Manila, Philippines - Newark, United States Of America",MNL,EWR,35.8,140.39,40.69,-74.18
"Delhi, India - Tokyo, Japan",DEL,NRT,28.7,77.26,35.75,140.39
"Accra, Ghana - New York, United States Of America",ACC,JFK,42.9,-83.53,40.64,-73.79
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59
"Philadelphia, United States Of America - Toronto, Canada",YYZ,PHL,43.7,-79.61,45.05,-89.01
"New York, United States Of America - Raleigh/durham, United States Of America",JFK,RDU,40.6,-73.79,35.87,-78.79
"New York, United States Of America - Washington Dc, United States Of America",LGA,IAD,40.8,-73.88,38.96,-77.45
"Lusaka, Zambia - Nairobi, Kenya",NBO,LUN,-1.3,36.81,-15.33,28.45
"San Francisco, United States Of America - Shanghai, China",PVG,SFO,31.1,121.8,37.61,-122.39
"Beijing, China - Newark, United States Of America",EWR,PEK,40.7,-74.18,40.07,116.58
"San Francisco, United States Of America - Zurich, Switzerland",SFO,ZRH,50.1,8.56,47.45,8.57
"Newark, United States Of America - Zurich, Switzerland",ZRH,EWR,47.5,8.57,40.69,-74.18
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77
"Birmingham, United Kingdom - Guernsey -channel Isl., United Kingdom",BHX,GCI,52.5,-1.73,49.43,-2.6
"Dallas, United States Of America - Paris, France",CDG,DFW,49,2.54,32.87,-97.04
"Seoul, Republic Of Korea - Washington Dc, United States Of America",IAD,ICN,39,-77.45,37.45,126.66
"Bombay, India - Kuala Lumpur, Malaysia",KUL,BOM,2.8,101.71,19.09,72.86
"Doha, Qatar - Osaka, Japan",DOH,KIX,25.3,51.56,34.43,135.24
"Doha, Qatar - Dubai, United Arab Emirates",DXB,DOH,25.3,55.35,25.27,51.56
"New York, United States Of America - South Bend, United States Of America",SBN,LGA,41.6,-98.93,40.77,-73.88
"Newark, United States Of America - Sao Paulo, Brazil",EWR,GRU,40.7,-74.18,-23.42,-46.48
"Curitiba, Brazil - Sao Paulo, Brazil",CGH,CWB,-23.6,-46.66,-25.54,-49.17
"Lisbon, Portugal - Paris, France",CDG,LIS,49,2.54,38.77,-9.13
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34
"New York, United States Of America - Rio De Janeiro, Brazil",JFK,GIG,40.6,-73.79,-22.81,-43.24
"Prague, Czech Republic - Singapore, Singapore",PRG,SIN,51.5,-0.45,1.34,103.98
"Manchester, United Kingdom - Shanghai, China",MAN,PVG,25.3,55.35,31.12,121.8
"Paris, France - Toronto, Canada",YYZ,CDG,43.7,-79.61,49.01,2.54
"Doha, Qatar - Melbourne, Australia",DOH,MEL,25.3,51.56,-37.67,144.85
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56
"Lyon, France - Nice, France",NCE,LYS,43.7,7.21,43.13,-0.35
"Amsterdam, Netherlands - London, United Kingdom",LTN,AMS,51.9,-0.37,52.31,4.75
"Dallas, United States Of America - Houston, United States Of America",IAH,DFW,30,-95.34,32.87,-97.04
"Edinburgh, United Kingdom - Stockholm, Sweden",EDI,ARN,55.6,12.64,60.74,15.85
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45
"Chicago, United States Of America - New York, United States Of America",LGA,ORD,40.8,-73.88,41.6,-98.93
"Kisumu, Kenya - London, United Kingdom",LHR,KIS,-1.3,36.81,-0.09,34.73
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88
"London, United Kingdom - Santiago, Chile",SCL,LHR,49,2.54,51.47,-0.45
"Los Angeles, United States Of America - Paris, France",CDG,LAX,40.8,-111.89,34.05,-118.24
"Paris, France - Seoul, Republic Of Korea",ICN,CDG,37.5,126.66,49.01,2.54
"Los Angeles, United States Of America - Phoenix, United States Of America",LAX,PHX,34.1,-118.24,33.44,-112.03
"Doha, Qatar - Singapore, Singapore",SIN,DOH,1.3,103.98,25.27,51.56
"Madrid, Spain - Nice, France",NCE,MAD,43.7,7.21,40.46,-3.58
"Ljubljana, Slovenia - London, United Kingdom",LHR,LJU,50.1,8.56,46.23,14.46
"Chicago, United States Of America - Fort Meyers-regional, United States Of America",RSW,ORD,26.5,-81.75,41.6,-98.93
"Calgary, Canada - Frankfurt, Germany",FRA,YYC,50.1,8.56,51.13,-114.01
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45
"Miami, United States Of America - New York, United States Of America",LGA,MIA,40.8,-73.88,33.4,-110.87
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56
"Madrid, Spain - San Sebastian, Spain",EAS,MAD,43.4,-1.79,40.46,-3.58
"Colombo, Sri Lanka - Dubai, United Arab Emirates",DXB,CMB,25.3,55.35,7.18,79.89
"London, United Kingdom - Rio De Janeiro, Brazil",LHR,GIG,51.5,-0.45,-22.81,-43.24
"Beijing, China - Singapore, Singapore",SIN,PEK,1.3,103.98,40.07,116.58
"Lima, Peru - Mexico City, Mexico",MEX,LIM,19.4,-99.16,-12.02,-77.11
"Amsterdam, Netherlands - London, United Kingdom",LHR,AMS,51.5,-0.45,52.31,4.75
"Montevideo, Uruguay - New York, United States Of America",MVD,JFK,33.4,-110.87,40.64,-73.79
"Durban, South Africa - London, United Kingdom",LHR,DUR,-26.1,28.23,-29.96,30.95
"Florence, Italy - London, United Kingdom",LGW,FLR,51.2,-0.16,43.8,11.2
"Milan, Italy - Paris, France",LIN,CDG,45.5,9.18,49.01,2.54
"Lisbon, Portugal - New York, United States Of America",NYC,LIS,51.5,-0.45,38.77,-9.13
"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71,40.64,-73.79
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71
"Milan, Italy - New York, United States Of America",LIN,JFK,41.9,12.5,40.64,-73.79
"Barcelona, Spain - Madrid, Spain",MAD,BCN,40.5,-3.58,41.3,2.08
"Bogota, Colombia - Geneva, Switzerland",BOG,GVA,50.1,8.56,46.23,6.11
"Helsinki, Finland - Oslo, Norway",OSL,HEL,59.9,10.75,60.31,24.97
"Fort Meyers-regional, United States Of America - New York, United States Of America",RSW,LGA,26.5,-81.75,40.77,-73.88
"Madrid, Spain - Mexico City, Mexico",MEX,MAD,19.4,-99.16,40.46,-3.58
"Berlin, Germany - New York, United States Of America",JFK,TXL,40.6,-73.79,52.55,13.29
"Taipei, Taiwan - Tokyo, Japan",NRT,TPE,35.8,140.39,25.08,121.24
"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98
"New York, United States Of America - Shannon, Republic Of Ireland",SNN,JFK,52.7,-8.92,40.64,-73.79
"Frankfurt, Germany - Vancouver, Canada",YVR,FRA,49.2,-123.17,50.05,8.56
"Doha, Qatar - Frankfurt, Germany",FRA,DOH,50.1,8.56,25.27,51.56
"Denver, United States Of America - Frankfurt, Germany",DEN,FRA,39.8,-104.86,50.05,8.56
"Dubai, United Arab Emirates - Mobile, United States Of America",DXB,MOB,30,-95.34,35.88,-85.26
"London, United Kingdom - Manchester, United Kingdom",MAN,LHR,53.4,0.1,51.47,-0.45
"Milan, Italy - Sao Paulo, Brazil",GRU,MXP,47.5,8.57,45.47,9.18
"Seattle, United States Of America - Tokyo, Japan",NRT,SEA,35.8,140.39,39.9,-75.59
"Portland, United States Of America - Tokyo, Japan",PDX,NRT,45.6,-122.59,35.75,140.39
"Delhi, India - Tokyo, Japan",DEL,NRT,28.7,77.26,35.75,140.39
"Hong Kong, Hong Kong - Istanbul, Turkey",IST,HKG,41,28.99,22.32,113.94
"Cincinnati, United States Of America - Philadelphia, United States Of America",PHL,CVG,45.1,-89.01,39.06,-84.66
"Chicago, United States Of America - Traverse City, United States Of America",ORD,TVC,41.6,-98.93,44.74,-85.58
"Bombay, India - Mauritius, Mauritius",BOM,MRU,25.3,55.35,-20.43,57.68
"Phoenix, United States Of America - San Jose Del Cabo, Mexico",PHX,SJD,33.4,-112.03,23.16,-109.72
"Geneva, Switzerland - Zurich, Switzerland",GVA,ZRH,46.2,6.11,47.45,8.57
"Edinburgh, United Kingdom - New York, United States Of America",JFK,EDI,51.5,-0.45,55.96,-3.34
"Hong Kong, Hong Kong - Perth, Australia",PER,HKG,-31.9,115.97,22.32,113.94
"Madrid, Spain - Palma - Mallorca Island, Spain",MAD,PMI,40.5,-3.58,39.54,2.73
"Copenhagen, Denmark - Paris, France",CPH,CDG,55.6,12.64,49.01,2.54
"Bentonville, United States Of America - Newark, United States Of America",EWR,XNA,40.7,-74.18,36.28,-94.3
"Mahe Island, Seychelles Islands - Mauritius, Mauritius",MRU,SEZ,-20.4,57.68,-4.68,55.52
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98
"Madrid, Spain - Pamplona, Spain",MAD,PNA,40.5,-3.58,42.77,-1.64
"Singapore, Singapore - Warsaw, Poland",SIN,WAW,50.1,8.56,52.17,20.98
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98
"Madrid, Spain - Philadelphia, United States Of America",MAD,PHL,40.5,-3.58,45.05,-89.01
"Mahe Island, Seychelles Islands - Nairobi, Kenya",SEZ,NBO,-4.7,55.52,-1.28,36.81
"Edinburgh, United Kingdom - Zurich, Switzerland",ZRH,EDI,51.5,-0.45,55.96,-3.34
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56
"Edinburgh, United Kingdom - London, United Kingdom",EDI,LCY,56,-3.34,51.5,0.05
"Amsterdam, Netherlands - Tokyo, Japan",NRT,AMS,50.1,8.56,52.31,4.75
"Atlanta, United States Of America - Richmond, United States Of America",ATL,RIC,42.9,-83.53,45.75,-94.22
"Dubai, United Arab Emirates - Lagos, Nigeria",DXB,LOS,25.3,55.35,6.58,3.32
"Houston, United States Of America - Newark, United States Of America",EWR,IAH,40.7,-74.18,29.98,-95.34
"Manila, Philippines - San Francisco, United States Of America",SFO,MNL,35.8,140.39,14.51,121.02
"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,50.1,8.56,22.32,113.94
"Bombay, India - Edinburgh, United Kingdom",BOM,EDI,51.5,-0.45,55.96,-3.34
"Bombay, India - Nairobi, Kenya",BOM,NBO,19.1,72.86,-1.28,36.81
"Chicago, United States Of America - Memphis, United States Of America",ORD,MEM,41.6,-98.93,33.13,-88.31
"Columbus, United States Of America - Philadelphia, United States Of America",CMH,PHL,40,-82.89,45.05,-89.01
"Calcutta, India - Singapore, Singapore",SIN,CCU,1.3,103.98,22.65,88.44
"Bombay, India - Brussels, Belgium",BOM,BRU,19.1,72.86,50.89,4.48
"Gran Canaria - Canary Isl, Spain - Madrid, Spain",LPA,MAD,27.9,-15.39,40.46,-3.58
"Lisbon, Portugal - Manchester, United Kingdom",LIS,MAN,38.8,-9.13,53.37,0.1
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75
"Athens, Greece - London, United Kingdom",LHR,ATH,51.5,-0.45,37.89,23.72
"Bangkok, Thailand - Seoul, Republic Of Korea",ICN,BKK,37.5,126.66,13.71,100.77
"Abu Dhabi, United Arab Emirates - Paris, France",AUH,CDG,24.4,54.64,49.01,2.54
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24
"Nairobi, Kenya - Paris, France",CDG,NBO,49,2.54,-1.28,36.81
"Madras, India - Nairobi, Kenya",MAA,NBO,25.3,51.56,-1.28,36.81
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34
"Naples, Italy - Palermo, Italy",NAP,PMO,40.8,14.25,38.12,13.36
"Houston, United States Of America - San Diego, United States Of America",IAH,SAN,30,-95.34,32.7,-102.18
"Brussels, Belgium - Madrid, Spain",MAD,BRU,40.5,-3.58,50.89,4.48
"Bloemfontein, South Africa - Port Elizabeth, South Africa",BFN,PLZ,-29.1,26.3,-33.98,25.61
"Miami, United States Of America - Washington Dc, United States Of America",DCA,MIA,38.9,-77.04,33.4,-110.87
"Belfast-city, United Kingdom - Leeds/bradford, United Kingdom",BHD,LBA,54.6,-5.87,53.87,-1.66
"Hong Kong, Hong Kong - Los Angeles, United States Of America",HKG,LAX,22.3,113.94,34.05,-118.24
"Barcelona, Spain - London, United Kingdom",LGW,BCN,51.2,-0.16,41.3,2.08
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64
"Portland, United States Of America - San Diego, United States Of America",SAN,PDX,32.7,-102.18,45.59,-122.59
"Dallas, United States Of America - Seoul, Republic Of Korea",DFW,ICN,32.9,-97.04,37.45,126.66
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35
"Bangalore, India - London, United Kingdom",LHR,BLR,51.5,-0.45,12.8,77.65
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21
"Accra, Ghana - Johannesburg, South Africa",JNB,ACC,-26.1,28.23,5.6,-0.17
"East Midlands, United Kingdom - Frankfurt, Germany",EMA,FRA,52.8,-1.33,50.05,8.56
"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0,32.44,-1.28,36.81
"Bologna, Italy - New York, United States Of America",BLQ,JFK,50.1,8.56,40.64,-73.79
"Bangkok, Thailand - Kuala Lumpur, Malaysia",KUL,BKK,2.8,101.71,13.71,100.77
"Mahe Island, Seychelles Islands - Nairobi, Kenya",SEZ,NBO,-4.7,55.52,-1.28,36.81
"Atlanta, United States Of America - Orlando-intl, United States Of America",ATL,MCO,42.9,-83.53,28.44,-81.31
"Rio De Janeiro, Brazil - Santiago, Chile",GIG,SCL,-22.8,-43.24,-33.39,-70.79
"San Francisco, United States Of America - Santa Barbara, United States Of America",SFO,SBA,37.6,-122.39,34.43,-119.83
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,25.1,121.24,40.64,-73.79
"Edinburgh, United Kingdom - Tokyo, Japan",NRT,EDI,51.5,-0.45,55.96,-3.34
"Hanoi, Viet Nam - Hong Kong, Hong Kong",HAN,HKG,21.2,105.81,22.32,113.94
"Athens, Greece - Singapore, Singapore",ATH,SIN,37.9,23.72,1.34,103.98
"Las Vegas, United States Of America - Manila, Philippines",MNL,LAS,14.5,121.02,32.02,-87.96
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21
"Catania, Italy - Milan, Italy",LIN,CTA,45.5,9.18,37.51,15.07
"Cairo, Egypt - Singapore, Singapore",CAI,SIN,30.1,31.25,1.34,103.98
"Brussels, Belgium - Los Angeles, United States Of America",BRU,LAX,51.5,-0.45,34.05,-118.24
"Regina, Canada - Toronto, Canada",YYZ,YQR,43.7,-79.61,50.43,-104.66
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24
"Honolulu - Oahu, United States Of America - Seattle, United States Of America",SEA,HNL,39.9,-75.59,21.34,-157.92
"Portland, United States Of America - Seattle, United States Of America",PDX,SEA,45.6,-122.59,39.9,-75.59
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23
"Frankfurt, Germany - Istanbul, Turkey",IST,FRA,41,28.99,50.05,8.56
"Milan, Italy - Moscow, Russia",MXP,SVO,45.5,9.18,55.96,37.42
"Beijing, China - Lanzhou, China",PEK,LHW,40.1,116.58,36.06,103.76
"Hong Kong, Hong Kong - Jakarta-soekarno, Indonesia",CGK,HKG,-6.1,106.66,22.32,113.94
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57
"Edinburgh, United Kingdom - Frankfurt, Germany",FRA,EDI,51.5,-0.45,55.96,-3.34
"Beijing, China - Tokyo, Japan",HND,PEK,35.6,139.75,40.07,116.58
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57
"Geneva, Switzerland - Miami, United States Of America",GVA,MIA,40.5,-3.58,33.4,-110.87
"Algiers, Algeria - London, United Kingdom",ALG,LGW,36.7,3.22,51.16,-0.16
"Beirut, Lebanon - Riyadh, Saudi Arabia",BEY,RUH,33.8,35.49,24.94,46.71
"Hanover, Germany - Paris, France",CDG,HAJ,49,2.54,52.46,9.7
"London, United Kingdom - San Juan, Puerto Rico",LHR,SJU,33.4,-110.87,18.44,-66.01
"Abu Dhabi, United Arab Emirates - Cairo, Egypt",AUH,CAI,24.4,54.64,30.05,31.25
"Belfast-city, United Kingdom - East Midlands, United Kingdom",BHD,EMA,54.6,-5.87,52.83,-1.33
"Madras, India - Tokyo, Japan",NRT,MAA,1.3,103.98,13.05,80.23
"Frankfurt, Germany - Hong Kong, Hong Kong",HKG,FRA,22.3,113.94,50.05,8.56
"Denver, United States Of America - San Francisco, United States Of America",DEN,SFO,39.8,-104.86,37.61,-122.39
"Austin, United States Of America - Dallas, United States Of America",AUS,DFW,30.2,-97.67,32.87,-97.04
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63
"Albuquerque, United States Of America - Denver, United States Of America",ABQ,DEN,35.1,-106.63,39.77,-104.86
