Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0,32.44,-1.28,36.81,506.44
"Bologna, Italy - New York, United States Of America",BLQ,JFK,50.1,8.56,40.64,-73.79,6188.14
"Bangkok, Thailand - Kuala Lumpur, Malaysia",KUL,BKK,2.8,101.71,13.71,100.77,1217.87
"Mahe Island, Seychelles Islands - Nairobi, Kenya",SEZ,NBO,-4.7,55.52,-1.28,36.81,2112.41
"Atlanta, United States Of America - Orlando-intl, United States Of America",ATL,MCO,42.9,-83.53,28.44,-81.31,1620.62
"Rio De Janeiro, Brazil - Santiago, Chile",GIG,SCL,-22.8,-43.24,-33.39,-70.79,2936.70
"San Francisco, United States Of America - Santa Barbara, United States Of America",SFO,SBA,37.6,-122.39,34.43,-119.83,421.10
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,25.1,121.24,40.64,-73.79,12545.32
"Edinburgh, United Kingdom - Tokyo, Japan",NRT,EDI,51.5,-0.45,55.96,-3.34,531.15
"Hanoi, Viet Nam - Hong Kong, Hong Kong",HAN,HKG,21.2,105.81,22.32,113.94,848.91
"Athens, Greece - Singapore, Singapore",ATH,SIN,37.9,23.72,1.34,103.98,9064.85
"Las Vegas, United States Of America - Manila, Philippines",MNL,LAS,14.5,121.02,32.02,-87.96,13995.12
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,1042.15
"Catania, Italy - Milan, Italy",LIN,CTA,45.5,9.18,37.51,15.07,1014.44
"Cairo, Egypt - Singapore, Singapore",CAI,SIN,30.1,31.25,1.34,103.98,8278.01
"Brussels, Belgium - Los Angeles, United States Of America",BRU,LAX,51.5,-0.45,34.05,-118.24,8741.98
"Regina, Canada - Toronto, Canada",YYZ,YQR,43.7,-79.61,50.43,-104.66,2028.03
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75,686.69
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24,3955.67
"Honolulu - Oahu, United States Of America - Seattle, United States Of America",SEA,HNL,39.9,-75.59,21.34,-157.92,7875.30
"Portland, United States Of America - Seattle, United States Of America",PDX,SEA,45.6,-122.59,39.9,-75.59,3834.61
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.03
"Frankfurt, Germany - Istanbul, Turkey",IST,FRA,41,28.99,50.05,8.56,1874.12
"Milan, Italy - Moscow, Russia",MXP,SVO,45.5,9.18,55.96,37.42,2279.96
"Beijing, China - Lanzhou, China",PEK,LHW,40.1,116.58,36.06,103.76,1207.58
"Hong Kong, Hong Kong - Jakarta-soekarno, Indonesia",CGK,HKG,-6.1,106.66,22.32,113.94,3258.95
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,604.76
"Edinburgh, United Kingdom - Frankfurt, Germany",FRA,EDI,51.5,-0.45,55.96,-3.34,531.15
"Beijing, China - Tokyo, Japan",HND,PEK,35.6,139.75,40.07,116.58,2088.67
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,1546.18
"Geneva, Switzerland - Miami, United States Of America",GVA,MIA,40.5,-3.58,33.4,-110.87,8929.24
"Algiers, Algeria - London, United Kingdom",ALG,LGW,36.7,3.22,51.16,-0.16,1630.51
"Beirut, Lebanon - Riyadh, Saudi Arabia",BEY,RUH,33.8,35.49,24.94,46.71,1465.75
"Hanover, Germany - Paris, France",CDG,HAJ,49,2.54,52.46,9.7,633.71
"London, United Kingdom - San Juan, Puerto Rico",LHR,SJU,33.4,-110.87,18.44,-66.01,4743.80
"Abu Dhabi, United Arab Emirates - Cairo, Egypt",AUH,CAI,24.4,54.64,30.05,31.25,2392.29
"Belfast-city, United Kingdom - East Midlands, United Kingdom",BHD,EMA,54.6,-5.87,52.83,-1.33,357.75
"Madras, India - Tokyo, Japan",NRT,MAA,1.3,103.98,13.05,80.23,2924.11
"Frankfurt, Germany - Hong Kong, Hong Kong",HKG,FRA,22.3,113.94,50.05,8.56,9158.16
"Denver, United States Of America - San Francisco, United States Of America",DEN,SFO,39.8,-104.86,37.61,-122.39,1538.38
"Austin, United States Of America - Dallas, United States Of America",AUS,DFW,30.2,-97.67,32.87,-97.04,302.92
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63,915.89
"Albuquerque, United States Of America - Denver, United States Of America",ABQ,DEN,35.1,-106.63,39.77,-104.86,542.40
"Boston, United States Of America - Washington Dc, United States Of America",BOS,DCA,42.2,-71,38.85,-77.04,631.88
"Hanoi, Viet Nam - Singapore, Singapore",SIN,HAN,1.3,103.98,21.23,105.81,2225.61
"Philadelphia, United States Of America - Tokyo, Japan",NRT,PHL,39,-77.45,45.05,-89.01,1166.54
"Edinburgh, United Kingdom - Madrid, Spain",EDI,MAD,56,-3.34,40.46,-3.58,1728.54
"Cedar Rapids/iowa City, United States Of America - Chicago, United States Of America",ORD,CID,41.6,-98.93,35.7,-80.1,1757.76
"Basel-Mulhouse-Freiburg, Switzerland - London, United Kingdom",LCY,BSL,51.5,0.05,47.55,7.59,698.94
"Chicago, United States Of America - Santa Ana, United States Of America",SNA,ORD,37.4,-86.16,41.6,-98.93,1189.86
"Baltimore, United States Of America - Frankfurt, Germany",BWI,FRA,43.7,-79.61,50.05,8.56,6341.27
"Porto, Portugal - Tokyo, Japan",HND,OPO,50.1,8.56,41.24,-8.67,1656.14
"Frankfurt, Germany - Porto, Portugal",OPO,FRA,41.2,-8.67,50.05,8.56,1656.36
"Frankfurt, Germany - San Francisco, United States Of America",FRA,SFO,50.1,8.56,37.61,-122.39,9146.44
"Boston, United States Of America - San Diego, United States Of America",BOS,SAN,41.8,-87.74,32.7,-102.18,1626.76
"London, United Kingdom - Malta, Malta",MLA,LHR,35.9,14.49,51.47,-0.45,2099.01
"Bombay, India - Madrid, Spain",MAD,BOM,48.3,11.77,19.09,72.86,6313.56
"Osaka, Japan - Singapore, Singapore",SIN,KIX,1.3,103.98,34.43,135.24,4908.82
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56,1081.17
"Chicago, United States Of America - Manchester, United Kingdom",MAN,ORD,51.5,-0.45,41.6,-98.93,7029.00
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",BSL,FRA,47.6,7.59,50.05,8.56,281.60
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,871.14
"Columbus, United States Of America - London, United Kingdom",CMH,LHR,40.7,-74.18,51.47,-0.45,5564.24
"Delhi, India - London, United Kingdom",LGW,DEL,25.3,55.35,28.66,77.26,2200.40
"Washington Dc, United States Of America - White Plains, United States Of America",DCA,HPN,38.9,-77.04,41.07,-73.7,373.15
"Milan, Italy - Paris, France",ORY,LIN,48.7,2.37,45.47,9.18,628.17
"Abu Dhabi, United Arab Emirates - Geneva, Switzerland",GVA,AUH,46.2,6.11,24.42,54.64,4926.86
"Geneva, Switzerland - Kiev-borispol, Ukraine",KBP,GVA,48.3,11.77,46.23,6.11,485.13
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,531.15
"West Palm Beach, United States Of America - White Plains, United States Of America",HPN,PBI,41.1,-73.7,26.69,-80.09,1706.60
"Vancouver, Canada - Winnipeg, Canada",YWG,YVR,49.9,-97.23,49.19,-123.17,1864.36
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23,8655.87
"Belfast-city, United Kingdom - Isle Of Man, United Kingdom",IOM,BHD,54.1,-4.63,54.61,-5.87,98.37
"Hong Kong, Hong Kong - Washington Dc, United States Of America",HKG,DCA,40.7,-74.18,38.85,-77.04,319.52
"Caracas, Venezuela - Miami, United States Of America",MIA,CCS,33.4,-110.87,10.61,-66.99,5132.67
"Nantucket, United States Of America - New York, United States Of America",ACK,JFK,40.5,-77.06,40.64,-73.79,276.70
"Culiacan, Mexico - Mexico City, Mexico",MEX,CUL,19.4,-99.16,24.77,-107.47,1043.70
"Frankfurt, Germany - New York, United States Of America",JFK,FRA,40.6,-73.79,50.05,8.56,6193.27
"Newark, United States Of America - Providence, United States Of America",PVD,EWR,41.7,-71.44,40.69,-74.18,255.34
"Ankara-esenboga, Turkey - Dubai, United Arab Emirates",DXB,ESB,41,28.99,40.11,32.99,352.19
"Helsinki, Finland - New York, United States Of America",HEL,JFK,60.3,24.97,40.64,-73.79,6610.95
"Helsinki, Finland - San Francisco, United States Of America",SFO,HEL,50.1,8.56,60.31,24.97,1532.56
"Munich, Germany - Stockholm, Sweden",MUC,ARN,48.3,11.77,60.74,15.85,1407.82
"Billund, Denmark - Paris, France",BLL,CDG,55.8,9.15,49.01,2.54,877.48
"Cleveland, United States Of America - Philadelphia, United States Of America",CLE,PHL,45.5,-120.2,45.05,-89.01,2426.33
"Beijing, China - Tokyo, Japan",PEK,HND,40.1,116.58,35.55,139.75,2091.02
"Santiago, Chile - Sao Paulo, Brazil",GRU,SCL,-23.4,-46.48,-33.39,-70.79,2616.48
"Erbil, Iraq - London, United Kingdom",LHR,EBL,48.2,16.37,36.18,44.02,2620.61
"Boston, United States Of America - Memphis, United States Of America",BOS,MEM,42.2,-71,33.13,-88.31,1822.19
"Ibiza, Spain - Palma - Mallorca Island, Spain",IBZ,PMI,38.9,1.37,39.54,2.73,137.11
"Montevideo, Uruguay - New York, United States Of America",LGA,MVD,33.4,-110.87,-34.83,-56.03,9498.55
"Mauritius, Mauritius - Paris, France",MRU,CDG,-20.4,57.68,49.01,2.54,9447.00
"Chicago, United States Of America - San Diego, United States Of America",ORD,SAN,41.6,-98.93,32.7,-102.18,1030.77
"Cedar Rapids/iowa City, United States Of America - New York, United States Of America",CID,LGA,41.6,-98.93,40.77,-73.88,2091.54
"Detroit, United States Of America - Philadelphia, United States Of America",PHL,DTW,45.1,-89.01,37.26,-107.75,1788.66
"New York, United States Of America - Seoul, Republic Of Korea",ICN,LGA,40.6,-73.79,40.77,-73.88,20.38
"New York, United States Of America - Phoenix, United States Of America",PHX,LGA,45.1,-89.01,40.77,-73.88,1320.31
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,531.15
"Frankfurt, Germany - London, United Kingdom",LHR,FRA,51.5,-0.45,50.05,8.56,653.46
"Las Vegas, United States Of America - Washington Dc, United States Of America",LAS,DCA,32,-87.96,38.85,-77.04,1247.45
"Austin, United States Of America - Philadelphia, United States Of America",PHL,AUS,35.2,-80.95,30.2,-97.67,1658.25
"Boise, United States Of America - New York, United States Of America",JFK,BOI,40.8,-111.89,43.57,-116.22,471.34
"Minneapolis, United States Of America - Seoul, Republic Of Korea",ICN,MSP,41.6,-98.93,44.88,-93.2,590.22
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.90
"New York, United States Of America - Sao Paulo, Brazil",LGA,GRU,33.4,-110.87,-23.42,-46.48,9292.99
"Bangkok, Thailand - Beijing, China",PEK,BKK,40.1,116.58,13.71,100.77,3315.67
"Atlanta, United States Of America - Seoul, Republic Of Korea",ATL,ICN,42.9,-83.53,37.45,126.66,10576.69
"Denver, United States Of America - Washington Dc, United States Of America",IAD,DEN,39,-77.45,39.77,-104.86,2348.70
"Fuzhou, China - Hong Kong, Hong Kong",HKG,FOC,22.3,113.94,26.08,119.28,685.64
"Hanover, Germany - Tokyo, Japan",HAJ,NRT,49,2.54,35.75,140.39,9715.88
"New York, United States Of America - Warsaw, Poland",JFK,WAW,40.6,-73.79,52.17,20.98,6854.03
"London, United Kingdom - Philadelphia, United States Of America",LHR,PHL,51.5,-0.45,45.05,-89.01,6184.52
"Toronto, Canada - Vancouver, Canada",YVR,YYZ,49.2,-123.17,43.68,-79.61,3346.72
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8,1104.18
"Lisbon, Portugal - Madrid, Spain",MAD,LIS,40.5,-3.58,38.77,-9.13,512.75
"Frankfurt, Germany - Raleigh/durham, United States Of America",RDU,FRA,39,-77.45,50.05,8.56,6546.54
"Abuja, Nigeria - Lagos, Nigeria",LOS,ABV,6.6,3.32,9.01,7.27,511.16
"New York, United States Of America - Orlando-intl, United States Of America",MCO,LGA,28.4,-81.31,40.77,-73.88,1533.41
"Miami, United States Of America - Orlando-intl, United States Of America",MIA,MCO,33.4,-110.87,28.44,-81.31,2863.98
"Chicago, United States Of America - Kansas City, United States Of America",MCI,MDW,39.3,-94.72,41.79,-87.74,651.45
"Madrid, Spain - Zurich, Switzerland",MAD,ZRH,40.5,-3.58,47.45,8.57,1239.86
"Amsterdam, Netherlands - London, United Kingdom",LCY,AMS,51.5,0.05,52.31,4.75,334.81
"Istanbul, Turkey - London, United Kingdom",IST,LGW,41,28.99,51.16,-0.16,2494.37
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63,915.89
"Dallas, United States Of America - New York, United States Of America",LGA,DFW,40.8,-73.88,32.87,-97.04,2233.72
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LTN,54.1,-4.63,51.88,-0.37,377.14
"Brisbane, Australia - Melbourne, Australia",MEL,BNE,-37.7,144.85,-27.4,153.11,1381.41
"Philadelphia, United States Of America - Tampa, United States Of America",PHL,TPA,45.1,-89.01,27.97,-82.54,1989.42
"Beijing, China - Guangzhou, China",PEK,CAN,40.1,116.58,23.18,113.26,1907.62
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79,967.03
"Beijing, China - Taipei, Taiwan",PEK,TPE,40.1,116.58,25.08,121.24,1726.04
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,1249.51
"Durban, South Africa - East London, South Africa",ELS,DUR,-33,27.83,-29.96,30.95,449.30
"New York, United States Of America - Toronto, Canada",JFK,YYZ,40.6,-73.79,43.68,-79.61,589.48
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18,825.50
"Belo Horizonte-confins, Brazil - Sao Paulo, Brazil",CGH,CNF,-23.6,-46.66,-19.63,-43.96,522.38
"Detroit, United States Of America - Seoul, Republic Of Korea",DTW,ICN,37.3,-107.75,37.45,126.66,10004.29
"Geneva, Switzerland - Larnaca, Cyprus",GVA,LCA,48.2,16.37,34.88,33.63,2054.63
"Moscow, Russia - New York, United States Of America",JFK,DME,51.5,-0.45,55.42,37.9,2543.10
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,1153.32
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45,7212.75
"Seoul, Republic Of Korea - Taipei, Taiwan",TPE,ICN,25.1,121.24,37.45,126.66,1466.34
"Barcelona, Spain - London, United Kingdom",LCY,BCN,51.5,0.05,41.3,2.08,1145.02
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,287.87
"Bombay, India - Calcutta, India",BOM,CCU,19.1,72.86,22.65,88.44,1665.63
"Bermuda, Bermuda - London, United Kingdom",BDA,LGW,32.4,-64.69,51.16,-0.16,5542.31
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23,1767.60
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01,406.12
"Brussels, Belgium - Hamburg, Germany",HAM,BRU,53.6,10.01,50.89,4.48,482.14
"Nice, France - Zurich, Switzerland",ZRH,NCE,47.5,8.57,43.67,7.21,438.93
"Cuiaba, Brazil - Sao Paulo, Brazil",CGH,CGB,-23.6,-46.66,-15.65,-56.12,1327.29
"Little Rock, United States Of America - Newark, United States Of America",LIT,EWR,33.1,-88.31,40.69,-74.18,1511.07
"Boston, United States Of America - Paris, France",CDG,BOS,49,2.54,42.21,-71,5545.06
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,604.76
"Milan, Italy - Munich, Germany",MUC,MXP,48.3,11.77,45.47,9.18,371.22
"Newark, United States Of America - Raleigh/durham, United States Of America",RDU,EWR,35.9,-78.79,40.69,-74.18,667.45
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45,8869.61
"Colombo, Sri Lanka - Hong Kong, Hong Kong",HKG,CMB,22.3,113.94,7.18,79.89,4015.18
"Birmingham, United States Of America - Newark, United States Of America",EWR,BHM,42.9,-83.53,33.56,-86.75,1076.04
"Atlanta, United States Of America - Stockholm, Sweden",ATL,ARN,52.3,4.75,60.74,15.85,1156.50
"Edinburgh, United Kingdom - Johannesburg, South Africa",EDI,JNB,51.5,-0.45,-26.13,28.23,9078.82
"Amsterdam, Netherlands - Gothenburg, Sweden",GOT,AMS,59.6,16.49,52.31,4.75,1088.64
"Milan, Italy - Zurich, Switzerland",ZRH,MXP,47.5,8.57,45.47,9.18,230.57
"Frankfurt, Germany - Taipei, Taiwan",TPE,FRA,25.1,121.24,50.05,8.56,9365.72
"Los Angeles, United States Of America - Paris, France",LAX,CDG,34.1,-118.24,49.01,2.54,9081.55
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Amsterdam, Netherlands - Copenhagen, Denmark",AMS,CPH,52.3,4.75,55.63,12.64,634.77
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75,1178.85
"London, United Kingdom - Madrid, Spain",STN,MAD,51.9,0.26,40.46,-3.58,1305.86
"Dallas, United States Of America - Minneapolis, United States Of America",MSP,DFW,44.9,-93.2,32.87,-97.04,1378.30
"Shenzhen, China - Taipei, Taiwan",SZX,TPE,22.5,113.97,25.08,121.24,793.44
"Abu Dhabi, United Arab Emirates - Kuwait, Kuwait",KWI,AUH,29.3,47.97,24.42,54.64,855.62
"Seoul, Republic Of Korea - Taipei, Taiwan",ICN,TPE,37.5,126.66,25.08,121.24,1473.60
"Honolulu - Oahu, United States Of America - Los Angeles, United States Of America",LAX,HNL,34.1,-118.24,21.34,-157.92,4126.15
"Chicago, United States Of America - Dallas, United States Of America",ORD,DFW,41.6,-98.93,32.87,-97.04,985.25
"Paris, France - Tokyo, Japan",CDG,NRT,49,2.54,35.75,140.39,9715.88
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,946.11
"Aswan, Egypt - Cairo, Egypt",ASW,CAI,24.1,32.9,30.05,31.25,681.64
"Bermuda, Bermuda - London, United Kingdom",LGW,BDA,51.2,-0.16,32.37,-64.69,5544.25
"Cape Town, South Africa - Singapore, Singapore",CPT,SIN,-34,18.59,1.34,103.98,9669.02
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,6031.72
"Manchester, United Kingdom - Paris, France",MAN,CDG,53.4,0.1,49.01,2.54,516.96
"Shanghai, China - Taipei-sung Shan, Taiwan",TSA,SHA,25.1,121.55,31.19,121.34,677.68
"Osaka, Japan - Rome, Italy",FCO,KIX,41.9,12.5,34.43,135.24,9719.88
"Boston, United States Of America - Salt Lake City, United States Of America",BOS,SLC,42.2,-71,40.76,-111.89,3378.28
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23,12080.87
"Inverness, United Kingdom - London, United Kingdom",LGW,INV,51.2,-0.16,57.54,-4.06,748.78
"Hong Kong, Hong Kong - Osaka, Japan",HKG,KIX,22.3,113.94,34.43,135.24,2474.71
"Bangalore, India - Madras, India",BLR,MAA,12.8,77.65,13.05,80.23,281.07
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75,1178.85
"Minneapolis, United States Of America - Washington Dc, United States Of America",MSP,DCA,44.9,-93.2,38.85,-77.04,1494.34
"Paris, France - Rome, Italy",CDG,FCO,49,2.54,41.9,12.5,1106.20
"Lagos, Nigeria - Manchester, United Kingdom",LOS,MAN,51.5,-0.45,53.37,0.1,211.31
"New York, United States Of America - Rome, Italy",JFK,FCO,40.6,-73.79,41.9,12.5,6883.72
"Osaka, Japan - Seattle, United States Of America",KIX,SEA,34.4,135.24,39.9,-75.59,11171.22
"Doha, Qatar - Hong Kong, Hong Kong",HKG,DOH,22.3,113.94,25.27,51.56,6300.07
"Cape Town, South Africa - Doha, Qatar",DOH,CPT,25.3,51.56,-33.97,18.59,7455.53
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2568.21
"Detroit, United States Of America - London, United Kingdom",LHR,DTW,51.5,-0.45,37.26,-107.75,7890.92
"Chicago, United States Of America - Frankfurt, Germany",ORD,FRA,41.6,-98.93,50.05,8.56,7631.62
"Billund, Denmark - Copenhagen, Denmark",BLL,CPH,55.8,9.15,55.63,12.64,219.46
"Berne, Switzerland - London, United Kingdom",LCY,BRN,51.5,0.05,46.91,7.5,743.45
"Hamburg, Germany - Manchester, United Kingdom",MAN,HAM,53.4,0.1,53.64,10.01,655.35
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71,5250.84
"Johannesburg, South Africa - Phalaborwa, South Africa",JNB,PHW,-26.1,28.23,-23.94,31.15,379.89
"Milan, Italy - Stuttgart, Germany",STR,MXP,54.4,13.52,45.47,9.18,1040.21
"Los Angeles, United States Of America - Turin, Italy",TRN,LAX,49,2.54,34.05,-118.24,9086.89
"Hamburg, Germany - Newark, United States Of America",HAM,EWR,53.6,10.01,40.69,-74.18,6142.80
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.90
"Houston, United States Of America - Seoul, Republic Of Korea",ICN,IAH,35.8,140.39,29.98,-95.34,10669.82
"Houston, United States Of America - Tokyo, Japan",IAH,NRT,30,-95.34,35.75,140.39,10672.04
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23,2910.46
"Kuwait, Kuwait - London, United Kingdom",LHR,KWI,51.5,-0.45,29.25,47.97,4674.19
"Austin, United States Of America - London, United Kingdom",LHR,AUS,32.9,-97.04,30.2,-97.67,306.19
"Bristol, United Kingdom - Leeds/bradford, United Kingdom",BRS,LBA,51.4,-2.71,53.87,-1.66,283.72
"Sydney, Australia - Wellington, New Zealand",SYD,WLG,-33.9,151.23,-41.33,174.81,2226.96
"Boston, United States Of America - Pittsburgh, United States Of America",PIT,BOS,48.7,-94.74,42.21,-71,1977.82
"Charlotte, United States Of America - Dallas, United States Of America",CLT,DFW,35.2,-80.95,32.87,-97.04,1503.78
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37,1257.64
"Kuala Lumpur, Malaysia - Tokyo, Japan",NRT,KUL,35.8,140.39,2.76,101.71,5411.74
"Bangkok, Thailand - Tokyo, Japan",BKK,HND,13.7,100.77,35.55,139.75,4584.82
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85,1267.94
"Paris, France - Rome, Italy",CDG,FCO,49,2.54,41.9,12.5,1106.20
"Dubai, United Arab Emirates - Melbourne, Australia",MEL,DXB,-37.7,144.85,25.25,55.35,11651.03
"Dubai, United Arab Emirates - Sydney, Australia",DXB,SYD,25.3,55.35,-33.92,151.23,12054.83
"Bogota, Colombia - Buenos Aires, Argentina",EZE,BOG,-12,-77.11,4.7,-74.14,1886.30
"Ft. Lauderdale, United States Of America - White Plains, United States Of America",HPN,FLL,41.1,-73.7,26.07,-80.13,1773.36
"Chicago, United States Of America - Hartford/springfield, United States Of America",ORD,BDL,41.6,-98.93,41.93,-72.68,2169.51
"Amsterdam, Netherlands - Sao Paulo, Brazil",GRU,AMS,49,2.54,52.31,4.75,399.74
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24,3955.67
"Lisbon, Portugal - London, United Kingdom",LIS,LHR,38.8,-9.13,51.47,-0.45,1562.60
"Kuala Lumpur, Malaysia - Tokyo, Japan",KUL,NRT,2.8,101.71,35.75,140.39,5405.37
"Dubai, United Arab Emirates - Entebbe/kampala, Uganda",DXB,EBB,25.3,51.56,0.04,32.44,3480.80
"Dubai, United Arab Emirates - Los Angeles, United States Of America",LAX,DXB,34.1,-118.24,25.25,55.35,13384.82
"Kuala Lumpur, Malaysia - Seoul, Republic Of Korea",KUL,ICN,1.3,103.98,37.45,126.66,4643.27
"London, United Kingdom - Lugano, Switzerland",LUG,LHR,47.5,8.57,51.47,-0.45,786.39
"Entebbe/kampala, Uganda - Mombasa, Kenya",EBB,MBA,-1.3,36.81,-4,39.72,441.25
"London, United Kingdom - Oslo, Norway",LHR,OSL,51.5,-0.45,59.91,10.75,1166.20
"Bombay, India - Zurich, Switzerland",ZRH,BOM,47.5,8.57,19.09,72.86,6539.61
"London, United Kingdom - Rome, Italy",LHR,FCO,51.5,-0.45,41.9,12.5,1450.43
"Doha, Qatar - Paris, France",CDG,DOH,49,2.54,25.27,51.56,4967.79
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,9635.13
"Newark, United States Of America - Seattle, United States Of America",SEA,EWR,39.9,-75.59,40.69,-74.18,148.42
"Amsterdam, Netherlands - Prague, Czech Republic",PRG,AMS,50.1,14.43,52.31,4.75,717.28
"Beijing, China - Hangzhou, China",PEK,HGH,40.1,116.58,30.33,120.23,1135.87
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71,5250.84
"Denver, United States Of America - Seoul, Republic Of Korea",DEN,ICN,34.1,-118.24,37.45,126.66,9614.71
"Bombay, India - Tokyo, Japan",NRT,BOM,35.8,140.39,19.09,72.86,6788.86
"Beijing, China - Shenyang, China",PEK,SHE,40.1,116.58,41.79,123.53,613.19
"Chicago, United States Of America - Seattle, United States Of America",ORD,SEA,41.6,-98.93,39.9,-75.59,1969.67
"Bangalore, India - Delhi, India",BLR,DEL,12.8,77.65,28.66,77.26,1764.51
"Delhi, India - Poona, India",PNQ,DEL,18.6,73.91,28.66,77.26,1169.65
"Accra, Ghana - Mauritius, Mauritius",ACC,MRU,25.3,55.35,-20.43,57.68,5092.61
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35,5083.72
"Dallas, United States Of America - Miami, United States Of America",DFW,MIA,32.9,-97.04,33.4,-110.87,1288.15
"Beijing, China - Houston, United States Of America",PEK,IAH,37.6,-122.39,29.98,-95.34,2629.17
"Mahe Island, Seychelles Islands - Nairobi, Kenya",NBO,SEZ,-1.3,36.81,-4.68,55.52,2111.62
"London, United Kingdom - Verona, Italy",VRN,LGW,45.4,10.99,51.16,-0.16,1042.91
"San Francisco, United States Of America - Vilnius, Lithuania",VNO,SFO,50.1,8.56,37.61,-122.39,9146.44
"Boston, United States Of America - Las Vegas, United States Of America",LAS,BOS,44.9,-93.2,42.21,-71,1808.44
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40
"Alma Ata, Kazakhstan - Tselinograd, Kazakhstan",ALA,TSE,43.4,77.03,51.03,71.48,945.93
"Athens, Greece - Rome, Italy",FCO,ATH,41.9,12.5,37.89,23.72,1055.13
"Cairo, Egypt - Riyadh, Saudi Arabia",RUH,CAI,24.9,46.71,30.05,31.25,1627.80
"Newark, United States Of America - Tokyo, Japan",NRT,EWR,35.8,140.39,40.69,-74.18,10809.24
